,ID,Group,Feature_1,Feature_2,Feature_3
421,ID522,A,2058.4975547604618,402.51601468513064,5494.894197432654
422,ID523,C,2321.362227098417,420.5085468815888,-2107.345144574422
423,ID524,C,2561.4624909920094,381.47458990420273,-2095.728058421096
424,ID525,C,2318.6729014926705,401.6088563230667,-2102.8213825283665
425,ID526,A,2457.648873418434,394.7238809644225,5487.072956807122
426,ID527,C,2093.5036653609295,402.1278508233822,-2100.6581512981106
427,ID528,A,2514.9398443708683,399.48122246465,5519.931118947956
428,ID529,A,2340.443825606463,392.92104178024533,5500.7621995353975
429,ID530,C,2960.7911630897383,401.97111820772903,-2094.1634983774406
430,ID531,B,2823.2170531238035,422.11512059548727,5014.283616196086
431,ID532,C,2088.703187022496,418.1739751163274,-2107.562272112473
432,ID533,C,2893.629364607203,411.86709616160397,-2078.7284340321444
433,ID534,A,2759.7340846125035,381.1788148926083,5499.134261843118
434,ID535,C,2424.401218140044,407.3563387519426,-2079.706123505472
435,ID536,B,2751.1619107101537,397.6125381253291,5001.937807040218
436,ID537,C,2859.448206826541,407.5333066055923,-2133.755535809913
437,ID538,A,2470.6994711276593,395.797176133354,5507.887121654795
438,ID539,C,2394.8059350631574,425.47163507349666,-2107.407631115746
439,ID540,A,2635.8623699773834,410.80240348366226,5496.932832523189
440,ID541,B,2123.9711131993354,397.0240563796117,5009.239713043605
441,ID542,A,3032.5975368917243,394.5580243711536,5504.157114564003
442,ID543,C,2852.190179280866,401.02021147729357,-2089.87505796431
443,ID544,C,3165.712083458811,411.23382669058327,-2108.701641498575
444,ID545,C,2787.892917270162,385.3611314879707,-2098.1177864942147
445,ID546,B,2301.3567651016974,408.7020320285797,4978.181568366602
446,ID547,C,1982.0572711432287,403.5299718582134,-2098.0489813230643
447,ID548,C,2532.3765437726397,400.1636693542648,-2097.0376130385002
448,ID549,B,2907.0560731052665,402.15053059995705,4980.669143305338
449,ID550,A,2867.5483194671283,420.2634906604354,5512.883920503402
450,ID551,B,1948.1235544524905,385.5695108018272,4997.8223671379865
451,ID552,B,1951.0333824090692,397.63716973239485,4992.774195927197
452,ID553,C,2649.507427778341,400.5957408003295,-2110.40076932258
453,ID554,C,2181.1883094628724,412.28814706677593,-2093.3347831852466
454,ID555,A,2238.396580859302,390.32300257202866,5517.229977659499
455,ID556,C,2856.437377184458,387.55744685701944,-2099.965844168246
456,ID557,A,2511.8918468814413,388.37392734133107,5517.789444911998
457,ID558,A,2295.9802822831502,388.7756722720839,5488.654871136245
458,ID559,A,2670.8554305443795,406.2942448990595,5498.9923491040445
459,ID560,C,2370.6614410628513,395.44525188228204,-2098.4328130756667
460,ID561,C,2875.737707638703,380.4598743949502,-2096.3979153878727
461,ID562,A,2905.474983029916,393.5719679073605,5477.103418491529
462,ID563,A,2310.2587278849173,386.0875630682178,5491.691093916409
463,ID564,A,2473.738705624401,396.6370812925719,5514.104529389744
464,ID565,B,2078.790290299729,417.67229726448846,4996.644155946634
465,ID566,C,2567.156658658998,412.15604917665837,-2120.1067713514176
466,ID567,B,2635.7896471664994,397.65083634040826,5000.131499477612
467,ID568,C,2716.748615587087,397.2275473085869,-2099.155882497491
468,ID569,A,2492.0897706794467,386.422497607533,5481.649681716309
469,ID570,B,2730.5989140599336,395.0955671511128,5021.422734777753
470,ID571,B,2436.016929276993,386.81112971450216,4989.897158325061
471,ID572,B,2182.1172512779076,404.44586703595155,4993.72948516691
472,ID573,B,2456.8417498933795,399.12618803410686,4984.833414566641
473,ID574,B,2838.6338968587315,394.03143293589665,4996.940109823309
474,ID575,C,2383.273064069011,403.0539175119874,-2113.377336997306
475,ID576,C,2273.453488529821,388.0150224897798,-2105.019907665219
476,ID577,A,3075.1431380202966,426.3871714412157,5519.753206979896
477,ID578,B,2413.0571514183116,404.8246991361006,5004.278604591263
478,ID579,A,2084.014769709436,400.79407959179537,5507.286254956283
479,ID580,C,2783.434335507823,395.1571515124629,-2119.663780861306
480,ID581,C,2236.2455380764018,400.7572658760542,-2100.7929786283794
481,ID582,B,2391.588367928354,407.1021047794091,4997.236175299011
482,ID583,B,3234.1660729022897,370.47350142071843,5027.525313627488
483,ID584,C,2600.9689811881894,392.3313645066495,-2109.460073006554
484,ID585,A,2631.2189194552284,409.4078697565396,5498.300828087452
485,ID586,A,2285.3721778860872,404.0624647174096,5496.184059195436
486,ID587,B,2842.8149849007677,384.9885107576392,5004.741093215972
487,ID588,A,2669.0446293978957,388.1250210011941,5504.6734390192105
488,ID589,B,2942.2282349829925,380.4895526003493,5005.173743994268
489,ID590,B,2722.3529956383886,394.00789615099865,5020.543117852083
490,ID591,A,3135.798565741743,395.31638071940637,5514.266877481298
491,ID592,A,2656.572933038692,416.39838136710677,5490.728316280962
492,ID593,A,2419.7712132929314,406.2197374289745,5500.495127050767
493,ID594,C,1897.053961560541,400.9610785076189,-2090.136591076419
494,ID595,C,2480.9909578354727,408.6346778615972,-2078.3690028477904
495,ID596,A,2378.9966548007815,387.7294416913688,5490.878182884985
496,ID597,C,2443.1973775178612,392.60283601547104,-2085.0546062971375
497,ID598,A,2628.856865401348,425.6112795864488,5498.401032880495
498,ID599,C,2793.6668138017135,393.3975555594071,-2098.4395771858008
499,ID600,A,2978.2936240669524,391.6171452384813,5475.268911800462
500,ID601,A,2348.3553618254846,402.24601340799177,5484.835839969785
501,ID602,A,2365.9155284898666,399.16384340749073,5480.326055626237
502,ID603,B,2604.1406725463066,410.656494301784,5002.966566000985
503,ID604,A,1941.2492876408191,426.1349267051089,5517.987966270094
504,ID605,C,2437.2928556554098,409.8274401222668,-2092.535178019737
505,ID606,C,1863.9734411393388,367.5265364920476,-2103.426620086222
506,ID607,A,2584.8209058969865,401.6115454789792,5515.149153315709
507,ID608,C,2603.840003496955,405.11926867655666,-2104.6707632585053
508,ID609,C,2105.880921012348,417.94791042015623,-2097.4504249467723
509,ID610,B,2557.7084963968223,376.30481754272085,4964.890145779731
510,ID611,A,2795.546341853763,421.8753984529142,5501.113303513779
511,ID612,A,2709.573744320548,419.31801090154767,5484.342755630613
512,ID613,A,2878.910924018241,390.7239258109267,5519.581901866664
513,ID614,A,2430.4638825099937,393.4184690748209,5510.980606204008
514,ID615,A,2704.0116110244408,406.40527694339676,5480.035580307679
515,ID616,A,2448.209111405417,413.6441494819731,5493.082333512513
516,ID617,C,2495.755132983348,396.7209676996748,-2103.5690351887006
517,ID618,B,2303.6746880380438,391.3283218347246,4980.435790597763
518,ID619,B,2506.9307679279004,393.9975987058195,4999.963573726
519,ID620,B,2933.8797396121026,414.29550875235293,5007.369617601964
520,ID621,A,2482.93768217727,391.6106442386904,5517.0609387826535
521,ID622,A,2899.003866155212,381.06788136320216,5497.652125229353
522,ID623,C,2637.6251857905004,401.2487084875825,-2108.4230289768393
523,ID624,C,2690.7617714711646,376.12540002150104,-2118.8572962086982
524,ID625,C,2193.758537933891,418.38752078839997,-2105.5872647936326
525,ID626,C,2440.8598304999027,402.8853616983895,-2108.5030155553804
526,ID627,C,2252.7024959781447,392.14890847070234,-2108.0389590852933
527,ID628,C,2485.106833740515,374.87660908682017,-2095.2153280840434
528,ID629,C,2376.356708857198,400.0775197478492,-2085.6278235741006
529,ID630,C,2814.0419856382405,407.143582180751,-2100.3314232262146
530,ID631,A,2600.234377660071,401.8329743551469,5508.631043191798
531,ID632,C,2620.21684267904,397.68306149366947,-2093.2791941377213
532,ID633,B,2821.2781980461104,395.94398684503307,5003.392625016067
533,ID634,C,2603.2997659641915,421.31070502642416,-2100.471672553029
534,ID635,B,2458.7662140921548,386.87353733955166,5011.706822325486
535,ID636,C,2533.0300085746458,397.9113159943061,-2103.954431318564
536,ID637,C,2785.3731495694046,395.58565541521784,-2089.9673203466787
537,ID638,B,2433.8857596521934,409.43534275113586,4997.894938230423
538,ID639,A,2489.8899913827318,390.03029602948413,5495.7955219407595
539,ID640,A,2678.7317442384756,385.83444257865176,5506.878548290948
540,ID641,B,2721.007567081583,416.84328234957763,4995.963712681146
541,ID642,B,2347.906793012636,411.6247307464434,5007.983456010468
542,ID643,C,2212.603455702073,380.69380934625457,-2105.9260413523334
543,ID644,B,2453.5023461781134,392.6531200601873,5009.379663513484
544,ID645,B,1951.4146649283925,371.0530044045697,4990.597395296813
545,ID646,C,2724.020771643001,385.0400615102938,-2100.3386913404615
546,ID647,B,2582.4093108892043,397.01995694052977,4994.074455900942
547,ID648,B,2261.2919191351675,407.42127360809394,5019.019545964311
548,ID649,C,2761.2233261722595,410.5392869795549,-2102.6596400328735
549,ID650,C,3013.9287767065325,380.8096884372062,-2084.234620450285
550,ID651,B,2626.85616509251,383.3925531295266,4994.126595374537
551,ID652,C,2473.6719209334324,386.43051345347635,-2099.788110966024
552,ID653,B,2507.1967116339497,417.4789329148129,5009.8448425266815
553,ID654,A,2069.278955951901,413.96567908450095,5507.8962010624155
554,ID655,A,2737.9317707993573,397.94227848290296,5493.506826797921
555,ID656,B,2337.960096382413,373.41391818851196,5008.794595330656
556,ID657,A,2240.0952440470915,399.56746567755386,5499.844159446156
557,ID658,B,1956.1770397673083,391.4214429676135,5012.375932613468
558,ID659,B,2286.4003645594917,408.48764918268046,5014.456444014202
559,ID660,C,2618.3247439209113,423.4661784014865,-2089.239728525823
560,ID661,C,2285.489689942234,412.2900597778346,-2115.4410892051533
561,ID662,C,2752.729691110163,407.52509089651545,-2091.088222496911
562,ID663,A,2037.1961793874602,398.3529972614538,5505.885308108311
563,ID664,A,2498.662606071578,390.9498677654152,5502.802682398164
564,ID665,C,2502.3985049257008,398.6678597433611,-2105.884632870062
565,ID666,A,2418.905509892583,382.8578175930415,5516.206122135846
566,ID667,C,2116.847451874685,415.2049940567056,-2101.250078295423
567,ID668,B,2369.654370313473,392.0008369907309,4981.204311038998
568,ID669,C,2199.1001497904476,405.086681409467,-2091.8795519201913
569,ID670,A,2460.832796769076,419.66599058523684,5492.243610615996
570,ID671,B,2656.957807194056,407.2399284999001,4975.795710621685
571,ID672,A,2201.599696084634,404.46501193460097,5501.922426962177
572,ID673,A,2176.7196108939606,401.4770704315492,5502.132502679766
573,ID674,C,2737.801742954547,418.75619157819705,-2105.422752875899
574,ID675,B,2822.4146169361343,427.39497032390733,5004.961708963679
575,ID676,C,2335.572815380976,402.3759471892885,-2086.9384327248567
576,ID677,A,2567.860533807734,416.18252284940894,5483.625773786561
577,ID678,C,2908.116259783573,361.52685491521066,-2108.0698989330144
578,ID679,A,3015.447015556002,416.96970393868736,5515.79521572039
579,ID680,B,2301.8553045250114,397.93670679406574,5003.205416205324
580,ID681,A,2440.3096664191753,395.85941742859836,5489.663193141716
581,ID682,A,2453.9605405414013,417.3283416150528,5477.886644368976
582,ID683,A,3344.3484771679837,400.77204151771156,5477.193544632272
583,ID684,A,2324.8145979023566,410.1885616410289,5494.3145729750195
584,ID685,C,2377.223687836716,407.0966302840723,-2095.713957793943
585,ID686,C,2286.0009586677243,398.58874231143244,-2115.8118556141158
586,ID687,A,2292.5670145407485,414.4240641209689,5490.395032332146
587,ID688,C,2548.3109562075715,384.003551431423,-2118.1559814653187
588,ID689,C,2899.77138639134,412.3607802340306,-2100.252005905982
589,ID690,B,2239.296715013112,404.17620266811923,5010.099056399651
590,ID691,B,2461.6810299380713,401.534760122951,4981.23120053852
591,ID692,C,2268.7923732924723,388.79299025351065,-2118.4736838087297
592,ID693,A,2121.223066594474,395.0301502452999,5495.544736457026
593,ID694,A,1955.358524510144,402.0879387301818,5486.47040722823
594,ID695,B,2958.2385908682754,383.83576970287737,5000.244299632807
595,ID696,C,2882.155403025263,371.6117719018077,-2112.3765371331997
596,ID697,C,2747.698613067011,391.29725402325965,-2074.5487551411375
597,ID698,C,2411.316057124883,390.53649256865276,-2075.405870995474
598,ID699,B,2450.000362846837,435.6164962930974,5004.474416140156
599,ID700,B,2472.941594677926,420.8652477459189,5012.724640870814
600,ID701,C,2369.047684474186,420.3708638549131,-2102.1195798994636
601,ID702,A,2290.9600787176614,434.28326895067767,5502.360159870923
602,ID703,C,2034.6619402758226,383.69420394763563,-2112.2862509901797
603,ID704,B,2633.902626953651,423.1229084211345,4992.647916813277
604,ID705,C,2084.20668582934,391.58027341263374,-2085.9054538599607
605,ID706,B,2732.371687210766,415.45873537597794,5002.950476287902
606,ID707,B,2433.5370662157497,393.04691357263215,5004.177373695739
607,ID708,B,2348.279664865466,399.6984173193674,4989.708305432146
608,ID709,C,2304.971345244718,423.57431654810097,-2094.401277383174
609,ID710,A,2575.3929753971943,392.5128548548375,5499.241366895305
610,ID711,A,2686.767576573555,392.4839697259042,5504.327283879972
611,ID712,B,3323.1057765475225,384.5847869252923,4994.9210217121345
612,ID713,C,2313.9591320363397,406.7689057119484,-2096.25442395543
613,ID714,A,2006.880456574894,414.0483781170157,5495.8451330989365
614,ID715,C,3398.650378927761,436.5784163111071,-2086.289469136232
615,ID716,C,2543.867943965507,406.050094905827,-2101.1172797594327
616,ID717,B,2969.4510423492634,418.62117895088403,4997.922060385303
617,ID718,B,2264.7121925859615,416.03998015659533,5025.661590609044
618,ID719,B,2615.8320211149967,402.5612371691776,4989.0845133107105
619,ID720,C,2730.4915370424574,391.81005110303806,-2094.494374003092
620,ID721,C,2924.652607372289,405.96175223720905,-2094.6423463536385
621,ID722,B,2132.6695776454962,381.9232762468177,4994.156801828058
622,ID723,C,2959.690067711614,396.4252321122152,-2096.2605359301688
623,ID724,C,2420.175464601076,403.9058057916693,-2111.1861741482385
624,ID725,B,2554.182060809185,392.60445073921295,5000.528970615942
625,ID726,C,2747.8176588302686,414.6973007820186,-2125.3079644327363
626,ID727,A,2369.1247964985955,415.2875949145172,5530.346161225089
627,ID728,A,2496.992698965198,404.58567890719826,5509.488152628122
628,ID729,A,2843.566127552846,409.8255994576841,5504.950086961354
629,ID730,B,2067.9477426470517,391.5546500645113,4995.416645028349
630,ID731,A,2827.081358544259,387.0998174734449,5496.833965977167
631,ID732,C,2942.4341441939528,421.5625440212042,-2092.4795130587563
632,ID733,A,2137.495674614238,402.77324881555904,5484.822696990712
633,ID734,A,2461.4698389166747,404.94373166874345,5497.7715283723965
634,ID735,B,2500.5271940770144,394.9665343190814,5021.352163010062
635,ID736,C,2309.5751940520718,398.0387001279303,-2102.1398467362596
636,ID737,A,2878.3851786299465,418.0081251927494,5501.299066124595
637,ID738,C,2789.5505722445964,401.22487560032835,-2107.408581456198
638,ID739,A,2709.1156372045225,402.47537083650855,5499.889227794698
639,ID740,C,3032.4576703618472,414.01721810872476,-2100.2709603401563
640,ID741,A,2126.353650275783,419.0383675814625,5505.547110163887
641,ID742,B,2659.7323116970315,419.32958693567093,5006.357195843589
642,ID743,A,2342.4991581077807,405.5953950201481,5489.992149801162
643,ID744,A,2405.2152878562742,408.98363172984,5485.108564611179
644,ID745,B,2590.9515047656278,385.5389878180799,5015.696515151804
645,ID746,C,3044.914250704732,414.40607097519097,-2081.979318861785
646,ID747,C,2381.5201172704387,380.38655649949004,-2123.163456415872
647,ID748,C,2918.9225323946057,393.94590913369257,-2114.423731059681
648,ID749,B,2401.3690496619083,391.70313129433333,5009.615881052429
649,ID750,A,2568.143377474201,407.6982910952823,5489.443197548371
650,ID751,A,2511.128497479482,407.11363668604486,5502.308919654304
651,ID752,C,2984.9144790759756,382.6686596361819,-2085.501935380886
652,ID753,C,2671.8551338619836,382.6121115580209,-2084.147114686336
653,ID754,B,2422.4361479132567,428.999155071508,4991.3250739904925
654,ID755,B,2949.1307067738285,407.2147288629854,5008.80420723224
655,ID756,A,2371.494582367455,383.25504079408375,5498.509358279216
656,ID757,A,2913.104294776094,410.88033308563877,5488.88929099547
657,ID758,A,2721.6624394622017,393.68671653357393,5457.780134024846
658,ID759,B,2332.510905225513,387.5419677310783,5011.201331113315
659,ID760,A,2750.2211472664594,434.3497646918379,5518.165885053131
660,ID761,B,2482.2711173346356,419.7226477956197,5005.925449184706
661,ID762,A,2623.532175682898,404.7005064660366,5523.380428923768
662,ID763,C,2419.401867179983,413.91397818185146,-2115.076686052744
663,ID764,B,2389.7090933690583,396.43588757300216,4993.643253246751
664,ID765,C,2341.5730071564712,413.30237343394253,-2094.8650842837305
665,ID766,C,2110.7498170238164,382.18793729347755,-2091.3204554122713
666,ID767,A,2447.458652061709,385.6327943033053,5509.707391838208
667,ID768,B,2607.892526632311,395.21733556942206,5014.303377435692
668,ID769,B,2480.409912648133,403.30552346877613,5013.781940471466
669,ID770,C,1949.077093717582,393.1510699977177,-2077.912667756439
670,ID771,C,2545.161081893997,418.79630285415953,-2107.228619779834
671,ID772,A,2298.250720650716,400.1227727654722,5508.353267960945
672,ID773,B,2736.719351197168,394.51458508982284,4990.138720152558
673,ID774,C,2631.0652738123526,401.8362076408516,-2092.094707214414
674,ID775,A,2126.7140522637865,416.5943990409501,5499.3498182685
675,ID776,B,2407.8241245765,427.6136442263148,5021.861249711966
676,ID777,C,2448.220296874538,398.98602317480464,-2102.976873544278
677,ID778,B,3066.2039681680612,410.7953231830193,4999.77331541284
678,ID779,A,2771.91216342052,423.0117881882291,5522.967913525295
679,ID780,A,2425.666746876548,408.34446088032576,5517.549096532615
680,ID781,B,1914.9454204544961,391.6096199641185,5001.3594741417255
681,ID782,B,2315.9312202965066,361.7543738407997,4998.08668581216
682,ID783,B,2057.006428641825,391.93287907500746,5002.904357489009
683,ID784,B,2627.1358218817104,404.72301567246257,5003.64879413618
684,ID785,B,2591.1950250840223,395.48517253495584,5025.1025302488015
685,ID786,A,3000.421833093923,425.7559729790602,5492.331081049982
686,ID787,C,2700.1573713274715,405.3272290513881,-2091.8911586597483
687,ID788,B,2952.9158924705253,411.59413188927635,4997.918730979411
688,ID789,C,2581.646180260244,417.3428390942967,-2110.726549490315
689,ID790,A,2555.8540647649615,428.91138225521036,5488.975010868164
690,ID791,B,2636.537058945466,399.88981223604304,4998.645743174271
691,ID792,B,2093.920501195858,399.9086111864698,4993.362033520808
692,ID793,C,2707.350785029353,393.7833625259229,-2105.3681415157457
693,ID794,B,2430.761632418417,410.3469732369752,5007.9010803020265
694,ID795,B,1936.5395448540514,398.5590155615439,4990.009065114818
695,ID796,C,2500.1004130825304,393.28261441334104,-2106.6399260213266
696,ID797,C,2425.9409476399787,383.9328217056972,-2121.5110212859854
697,ID798,A,2726.953744687161,398.3649862599437,5505.122312628945
698,ID799,C,2177.893359482706,402.4694558671861,-2090.147252285848
699,ID800,C,2416.170550789402,403.5406109985667,-2119.5834431729354
700,ID801,A,2599.002109492742,423.2971938998397,5500.116133729446
701,ID802,C,2730.857673758208,391.78231108222616,-2090.689782852306
702,ID803,A,2600.29903878786,401.0992383945971,5505.72809429492
703,ID804,B,2122.525516780387,364.37046754661446,5001.259250816146
704,ID805,B,2713.548356093636,398.71738892251454,4997.222688484844
705,ID806,A,2476.5234761965453,396.93594257979527,5505.479669223531
706,ID807,B,2028.6891440133727,400.6286227350807,5001.998478204202
707,ID808,C,1900.5846429295116,396.9555542315913,-2093.874910432573
708,ID809,A,2742.251026313012,412.6842154413904,5502.913092300305
709,ID810,A,2440.2906796364273,386.88417914284236,5481.1652079188525
710,ID811,A,2530.5444724028644,393.34867917036166,5513.781388011902
711,ID812,A,2229.8341802957248,377.07864048189526,5494.937284703095
712,ID813,B,3150.5111032496816,418.1400945232212,5014.330959230059
713,ID814,A,2193.5061027000975,397.82815710738504,5509.380630562811
714,ID815,A,3065.4294275190864,403.7472965042213,5499.44995862096
715,ID816,B,2626.2973264938887,411.12166448022793,4989.7923126097485
716,ID817,A,2312.7831293277864,402.2715203532581,5483.9528573182415
717,ID818,B,2891.294632835582,383.209458361885,5009.815007932336
718,ID819,B,2755.1909527522457,398.1249686487604,5004.159542760623
719,ID820,C,1900.2504209990755,401.392134450926,-2112.4749941302784
720,ID821,C,2492.0393828299307,361.53922454123233,-2097.5849975715964
721,ID822,A,2622.721611319122,424.59930432594854,5489.823420418548
722,ID823,C,2612.3872498085316,391.9520997915728,-2107.740036883797
723,ID824,B,2122.349203354367,409.50838199591567,4993.991131530849
724,ID825,A,2369.5141309544465,388.096185868015,5503.286908838459
725,ID826,B,2935.7134649307227,402.68457710789187,5007.410399053623
726,ID827,B,2492.599574364992,403.0417256712446,5012.170458723446
727,ID828,A,2843.3271174412057,406.4530389501748,5498.865883439198
728,ID829,C,2070.432867708318,417.810535866014,-2083.3071613887078
729,ID830,C,2473.410725406812,395.30144906035565,-2088.0423249319692
730,ID831,B,2236.972587979927,408.0530170997388,4989.553412859954
731,ID832,B,2600.22113119303,400.2067918686874,4994.044639815063
732,ID833,A,2299.014916604955,385.8398086443713,5488.3952302669695
733,ID834,A,2820.186522390143,405.06443117447395,5517.815925821358
734,ID835,B,2276.4304836729434,408.5126372045024,5008.338250381599
735,ID836,C,2345.547091243695,397.92833073704975,-2091.5706678334013
736,ID837,C,2439.5404723338374,391.89597598971477,-2097.331930084211
737,ID838,B,2397.153548325415,395.80491949369645,4999.47597724199
738,ID839,B,2912.287448847654,409.8537335648886,5001.844315476014
739,ID840,A,2100.160971787428,431.04773289022694,5512.793747919809
740,ID841,B,2224.11116555484,405.020035046141,4990.488442001765
741,ID842,C,2130.824035369247,409.8109214282614,-2106.4433952716236
742,ID843,B,1972.0973377876935,397.3849638757189,5005.751500472282
743,ID844,A,2485.866659834368,422.58698148823584,5487.336305255033
744,ID845,C,3383.896473013867,379.90704079378776,-2099.3337048327726
745,ID846,C,2212.4527669069194,384.9807068166984,-2101.8342524561335
746,ID847,A,2258.1791562947396,425.7567447119672,5486.664233618286
747,ID848,C,2349.541764357903,404.71315221570785,-2101.4766717519296
748,ID849,C,2679.180740575609,395.7408617543898,-2119.846141038796
749,ID850,C,2175.78130860839,399.96544852553353,-2094.0029449380677
750,ID851,B,2551.587211220804,418.5798496544089,4994.009827502448
751,ID852,A,2555.903648311458,405.3690299087069,5496.602991074062
752,ID853,B,2523.976775501517,388.86176845657394,5012.085185843951
753,ID854,A,1830.7307101015099,409.05132790259705,5512.394985372668
754,ID855,C,2821.002934245879,400.6151160189013,-2103.4189490265885
755,ID856,B,2411.9217962313737,366.67745015004954,5002.92988654667
756,ID857,A,2063.438506385174,432.5818416324975,5509.711486440787
757,ID858,A,2981.3603275198157,415.26918582726955,5476.1634189540455
758,ID859,A,2628.0561762466964,415.2591952262125,5498.813666645668
759,ID860,A,1998.7056326952527,397.28880173768886,5510.886850224443
760,ID861,C,2167.083327258831,413.8420758058159,-2075.257519180195
761,ID862,C,2833.4117911930684,395.14924888511007,-2116.0929056094396
762,ID863,C,2468.5858018014683,401.9233552411614,-2108.9003356201733
763,ID864,A,2472.724680354936,381.9214627932138,5495.106021654536
764,ID865,C,2515.2269802583724,378.589679692604,-2064.9133460161215
765,ID866,A,2586.350288572792,404.82014952200444,5485.202513247861
766,ID867,B,2418.274569045292,404.6910468012677,5020.615188742663
767,ID868,A,2316.101277816731,379.7447772235232,5503.33867865326
768,ID869,A,2604.506321206708,401.89347865995126,5493.808616732164
769,ID870,C,2193.8380511623773,399.12170206349333,-2099.821956271164
770,ID871,B,2543.102629659043,434.33808974855316,4979.649845151032
771,ID872,C,2620.4605742707918,385.179560892652,-2105.8658588702865
772,ID873,B,1851.0060347810468,378.7656241172742,4999.000612787575
773,ID874,C,2500.92385030502,420.07688469795784,-2096.280230522603
774,ID875,B,3191.622929220021,398.5267036286043,4998.297740311551
775,ID876,C,2520.2488774239227,418.9937676556429,-2102.477547116301
776,ID877,B,2713.8982737469096,384.925612645768,5011.1093094488915
777,ID878,B,2447.9041986604,397.68071455522556,5003.888934383073
778,ID879,B,2532.2600529792912,416.86374861451645,5009.607097889139
779,ID880,B,2861.24505073212,433.15684805318443,5001.268152455947
780,ID881,C,2267.104207239455,395.36350797058617,-2096.1471964193242
781,ID882,C,2682.5281147133837,387.95429871018825,-2072.289753855439
782,ID883,C,2106.705033808076,402.6035486308078,-2083.7929954497754
783,ID884,B,2369.194191615869,413.5246815624312,5002.397355317689
784,ID885,C,2358.312533502967,393.17176987111964,-2096.0279968195373
785,ID886,A,2440.309450079897,419.64313899303,5501.80583503948
786,ID887,A,2587.637726765359,411.73415589898053,5535.394760491072
787,ID888,A,2472.371053101523,425.718816703923,5489.84046808455
788,ID889,C,2120.5925024011435,394.72115070158577,-2099.1363404308827
789,ID890,C,2140.31344545132,430.0140800990684,-2105.5825321494026
790,ID891,A,2749.959678220107,417.35327967680865,5499.963142907788
791,ID892,A,2593.7146303154373,412.9282014166054,5491.300656791218
792,ID893,A,2366.722985154657,427.1582023975532,5478.50194403548
793,ID894,C,3003.9556281635046,386.8476455056502,-2091.620749484519
794,ID895,A,2275.0881370351376,383.72927848713334,5500.033652987853
795,ID896,C,2426.6273259722807,385.6089647472486,-2087.5115398704356
796,ID897,A,2936.39134852286,429.03819050909203,5503.612305291167
797,ID898,B,2358.7144623727513,402.77418927489464,5014.6147493423705
798,ID899,B,2650.9142924868825,378.2287093429392,5019.014494352523
799,ID900,A,2139.561066118128,395.23391169687864,5506.076950991947
